NCM,Início de vigência da NCM,Fim de vigência da NCM,uTrib para uso em operações de Exportação (Abreviatura),Descrição da uTrib utilizada em operações de Exportação,
63012000,2016-01-01 00:00:00,,KG,Quilograma,
63013000,2016-01-01 00:00:00,,KG,Quilograma,
63014000,2016-01-01 00:00:00,,KG,Quilograma,
63019000,2016-01-01 00:00:00,,KG,Quilograma,
63021000,2016-01-01 00:00:00,,KG,Quilograma,
63022100,2016-01-01 00:00:00,,KG,Quilograma,
63022200,2016-01-01 00:00:00,,KG,Quilograma,
63022900,2016-01-01 00:00:00,,KG,Quilograma,
63023100,2016-01-01 00:00:00,,KG,Quilograma,
63023200,2016-01-01 00:00:00,,KG,Quilograma,
63023900,2016-01-01 00:00:00,,KG,Quilograma,
63024000,2016-01-01 00:00:00,,KG,Quilograma,
63025100,2016-01-01 00:00:00,,KG,Quilograma,
63025300,2016-01-01 00:00:00,,KG,Quilograma,
63025910,2016-01-01 00:00:00,,KG,Quilograma,
63025990,2016-01-01 00:00:00,,KG,Quilograma,
63026000,2016-01-01 00:00:00,,KG,Quilograma,
63029100,2016-01-01 00:00:00,,KG,Quilograma,
63029300,2016-01-01 00:00:00,,KG,Quilograma,
63029910,2016-01-01 00:00:00,,KG,Quilograma,
63029990,2016-01-01 00:00:00,,KG,Quilograma,
63031200,2016-01-01 00:00:00,,KG,Quilograma,
63031910,2016-01-01 00:00:00,,KG,Quilograma,
63031990,2016-01-01 00:00:00,,KG,Quilograma,
63039100,2016-01-01 00:00:00,,KG,Quilograma,
63039200,2016-01-01 00:00:00,,KG,Quilograma,
63039900,2016-01-01 00:00:00,,KG,Quilograma,
63041100,2016-01-01 00:00:00,,KG,Quilograma,
63041910,2016-01-01 00:00:00,,KG,Quilograma,
63041990,2016-01-01 00:00:00,,KG,Quilograma,
63042000,2017-01-01 00:00:00,,KG,Quilograma,
63049100,2016-01-01 00:00:00,,KG,Quilograma,
63049200,2016-01-01 00:00:00,,KG,Quilograma,
63049300,2016-01-01 00:00:00,,KG,Quilograma,
63049900,2016-01-01 00:00:00,,KG,Quilograma,
63051000,2016-01-01 00:00:00,,KG,Quilograma,
63052000,2016-01-01 00:00:00,,KG,Quilograma,
63053200,2016-01-01 00:00:00,,KG,Quilograma,
63053310,2016-01-01 00:00:00,,KG,Quilograma,
63053390,2016-01-01 00:00:00,,KG,Quilograma,
63053900,2016-01-01 00:00:00,,KG,Quilograma,
63059000,2016-01-01 00:00:00,,KG,Quilograma,
63061200,2016-01-01 00:00:00,,KG,Quilograma,
63061910,2016-01-01 00:00:00,,KG,Quilograma,
63061990,2016-01-01 00:00:00,,KG,Quilograma,
63062200,2016-01-01 00:00:00,,KG,Quilograma,
63062910,2016-01-01 00:00:00,,KG,Quilograma,
63062990,2016-01-01 00:00:00,,KG,Quilograma,
63063010,2016-01-01 00:00:00,,KG,Quilograma,
63063090,2016-01-01 00:00:00,,KG,Quilograma,
63064010,2016-01-01 00:00:00,,KG,Quilograma,
63064090,2016-01-01 00:00:00,,KG,Quilograma,
63069000,2016-01-01 00:00:00,,KG,Quilograma,
63071000,2016-01-01 00:00:00,,KG,Quilograma,
63072000,2016-01-01 00:00:00,,KG,Quilograma,
63079010,2016-01-01 00:00:00,,KG,Quilograma,
63079020,2016-01-01 00:00:00,,KG,Quilograma,
63079090,2016-01-01 00:00:00,,KG,Quilograma,
63080000,2016-01-01 00:00:00,,KG,Quilograma,
63090010,2016-01-01 00:00:00,,KG,Quilograma,
63090090,2016-01-01 00:00:00,,KG,Quilograma,
63101000,2016-01-01 00:00:00,,KG,Quilograma,
63109000,2016-01-01 00:00:00,,KG,Quilograma,
64011000,2016-01-01 00:00:00,,PARES,Pares,
64019200,2016-01-01 00:00:00,,PARES,Pares,
64019910,2016-01-01 00:00:00,,PARES,Pares,
64019990,2016-01-01 00:00:00,,PARES,Pares,
64021200,2016-01-01 00:00:00,,PARES,Pares,
64021900,2016-01-01 00:00:00,,PARES,Pares,
64022000,2016-01-01 00:00:00,,PARES,Pares,
64029110,2016-01-01 00:00:00,,PARES,Pares,
64029190,2016-01-01 00:00:00,,PARES,Pares,
64029910,2016-01-01 00:00:00,,PARES,Pares,
64029990,2016-01-01 00:00:00,,PARES,Pares,
64031200,2016-01-01 00:00:00,,PARES,Pares,
64031900,2016-01-01 00:00:00,,PARES,Pares,
64032000,2016-01-01 00:00:00,,PARES,Pares,
64034000,2016-01-01 00:00:00,,PARES,Pares,
64035110,2016-01-01 00:00:00,,PARES,Pares,
64035190,2016-01-01 00:00:00,,PARES,Pares,
64035910,2016-01-01 00:00:00,,PARES,Pares,
64035990,2016-01-01 00:00:00,,PARES,Pares,
64039110,2016-01-01 00:00:00,,PARES,Pares,
64039190,2016-01-01 00:00:00,,PARES,Pares,
64039910,2016-01-01 00:00:00,,PARES,Pares,
64039990,2016-01-01 00:00:00,,PARES,Pares,
64041100,2016-01-01 00:00:00,,PARES,Pares,
64041900,2016-01-01 00:00:00,,PARES,Pares,
64042000,2016-01-01 00:00:00,,PARES,Pares,
64051010,2016-01-01 00:00:00,,PARES,Pares,
64051020,2016-01-01 00:00:00,,PARES,Pares,
64051090,2016-01-01 00:00:00,,PARES,Pares,
64052000,2016-01-01 00:00:00,,PARES,Pares,
64059000,2016-01-01 00:00:00,,PARES,Pares,
64061000,2016-01-01 00:00:00,,PARES,Pares,
64062000,2016-01-01 00:00:00,,KG,Quilograma,
64069010,2016-01-01 00:00:00,,KG,Quilograma,
64069020,2016-01-01 00:00:00,,KG,Quilograma,
64069090,2016-01-01 00:00:00,,KG,Quilograma,
65010000,2016-01-01 00:00:00,,KG,Quilograma,
65020010,2016-01-01 00:00:00,,KG,Quilograma,
65020090,2016-01-01 00:00:00,,KG,Quilograma,
65040010,2016-01-01 00:00:00,,KG,Quilograma,
65040090,2016-01-01 00:00:00,,KG,Quilograma,
65050011,2016-01-01 00:00:00,,KG,Quilograma,
65050012,2016-01-01 00:00:00,,KG,Quilograma,
65050019,2016-01-01 00:00:00,,KG,Quilograma,
65050021,2016-01-01 00:00:00,,KG,Quilograma,
65050022,2016-01-01 00:00:00,,KG,Quilograma,
65050029,2016-01-01 00:00:00,,KG,Quilograma,
65050031,2016-01-01 00:00:00,,KG,Quilograma,
65050032,2016-01-01 00:00:00,,KG,Quilograma,
65050039,2016-01-01 00:00:00,,KG,Quilograma,
65050090,2016-01-01 00:00:00,,KG,Quilograma,
65061000,2016-01-01 00:00:00,"02/02/2026
Obs: No caso de NF-e de exportação, o emitente não deve usar esse código desde 01/02/2026",UN,Unidade,
65061010,2026-02-01 00:00:00,,UN,Unidade,
65061090,2026-02-01 00:00:00,,UN,Unidade,
65069100,2016-01-01 00:00:00,,KG,Quilograma,
65069900,2016-01-01 00:00:00,,KG,Quilograma,
65070000,2016-01-01 00:00:00,,KG,Quilograma,
66011000,2016-01-01 00:00:00,,UN,Unidade,
66019110,2016-01-01 00:00:00,,UN,Unidade,
66019190,2016-01-01 00:00:00,,UN,Unidade,
66019900,2016-01-01 00:00:00,,UN,Unidade,
66020000,2016-01-01 00:00:00,,UN,Unidade,
66032000,2016-01-01 00:00:00,,KG,Quilograma,
66039000,2016-01-01 00:00:00,,KG,Quilograma,
67010000,2016-01-01 00:00:00,,KG,Quilograma,
67021000,2016-01-01 00:00:00,,KG,Quilograma,
67029000,2016-01-01 00:00:00,,KG,Quilograma,
67030000,2016-01-01 00:00:00,,KG,Quilograma,
67041100,2016-01-01 00:00:00,,KG,Quilograma,
67041900,2016-01-01 00:00:00,,KG,Quilograma,
67042000,2016-01-01 00:00:00,,KG,Quilograma,
67049000,2016-01-01 00:00:00,,KG,Quilograma,
68010000,2016-01-01 00:00:00,,KG,Quilograma,
68021000,2016-01-01 00:00:00,,KG,Quilograma,
68022100,2016-01-01 00:00:00,,M2,Metro Quadrado,
68022300,2016-01-01 00:00:00,,M2,Metro Quadrado,
68022900,2016-01-01 00:00:00,,M2,Metro Quadrado,
68029100,2016-01-01 00:00:00,,KG,Quilograma,
68029200,2016-01-01 00:00:00,,KG,Quilograma,
68029310,2016-01-01 00:00:00,,KG,Quilograma,
68029390,2016-01-01 00:00:00,,KG,Quilograma,
68029910,2016-01-01 00:00:00,,KG,Quilograma,
68029990,2016-01-01 00:00:00,,KG,Quilograma,
68030000,2016-01-01 00:00:00,,KG,Quilograma,
68041000,2016-01-01 00:00:00,,KG,Quilograma,
68042111,2016-01-01 00:00:00,,KG,Quilograma,
68042119,2016-01-01 00:00:00,,KG,Quilograma,
68042190,2016-01-01 00:00:00,,KG,Quilograma,
68042211,2016-01-01 00:00:00,,KG,Quilograma,
68042219,2016-01-01 00:00:00,,KG,Quilograma,
68042290,2016-01-01 00:00:00,,KG,Quilograma,
68042300,2016-01-01 00:00:00,,KG,Quilograma,
68043000,2016-01-01 00:00:00,,KG,Quilograma,
68051000,2016-01-01 00:00:00,,KG,Quilograma,
68052000,2016-01-01 00:00:00,,KG,Quilograma,
68053010,2016-01-01 00:00:00,,KG,Quilograma,
68053020,2016-01-01 00:00:00,,KG,Quilograma,
68053090,2016-01-01 00:00:00,,KG,Quilograma,
68061000,2016-01-01 00:00:00,,KG,Quilograma,
68062000,2016-01-01 00:00:00,,KG,Quilograma,
68069010,2016-01-01 00:00:00,,KG,Quilograma,
68069090,2016-01-01 00:00:00,,KG,Quilograma,
68071000,2016-01-01 00:00:00,,KG,Quilograma,
68079000,2016-01-01 00:00:00,,KG,Quilograma,
68080000,2016-01-01 00:00:00,,KG,Quilograma,
68091100,2016-01-01 00:00:00,,KG,Quilograma,
68091900,2016-01-01 00:00:00,,KG,Quilograma,
68099000,2016-01-01 00:00:00,,KG,Quilograma,
68101100,2016-01-01 00:00:00,,KG,Quilograma,
68101900,2016-01-01 00:00:00,,KG,Quilograma,
68109100,2016-01-01 00:00:00,,KG,Quilograma,
68109900,2016-01-01 00:00:00,,KG,Quilograma,
68114000,2016-01-01 00:00:00,,KG,Quilograma,
68118100,2016-01-01 00:00:00,,KG,Quilograma,
68118200,2016-01-01 00:00:00,,KG,Quilograma,
68118900,2016-01-01 00:00:00,,KG,Quilograma,
68128000,2016-01-01 00:00:00,,KG,Quilograma,
68129100,2016-01-01 00:00:00,,KG,Quilograma,
68129910,2016-01-01 00:00:00,,KG,Quilograma,
68129920,2016-01-01 00:00:00,,KG,Quilograma,
68129930,2016-01-01 00:00:00,,KG,Quilograma,
68129990,2016-01-01 00:00:00,,KG,Quilograma,
68132000,2016-01-01 00:00:00,,KG,Quilograma,
68138110,2016-01-01 00:00:00,,KG,Quilograma,
68138190,2016-01-01 00:00:00,,KG,Quilograma,
68138910,2016-01-01 00:00:00,,KG,Quilograma,
68138990,2016-01-01 00:00:00,,KG,Quilograma,
68141000,2016-01-01 00:00:00,,KG,Quilograma,
68149000,2016-01-01 00:00:00,,KG,Quilograma,
68151100,2022-04-01 00:00:00,,KG,Quilograma,
68151200,2022-04-01 00:00:00,,KG,Quilograma,
68151300,2022-04-01 00:00:00,,KG,Quilograma,
68151900,2022-04-01 00:00:00,,KG,Quilograma,
68152000,2016-01-01 00:00:00,,KG,Quilograma,
68159110,2016-01-01 00:00:00,,KG,Quilograma,
68159190,2016-01-01 00:00:00,,KG,Quilograma,
68159911,2016-01-01 00:00:00,,KG,Quilograma,
68159912,2016-01-01 00:00:00,,KG,Quilograma,
68159913,2016-01-01 00:00:00,,KG,Quilograma,
68159914,2016-01-01 00:00:00,,KG,Quilograma,
68159919,2016-01-01 00:00:00,,KG,Quilograma,
68159990,2016-01-01 00:00:00,,KG,Quilograma,
69010000,2016-01-01 00:00:00,,KG,Quilograma,
69021011,2016-01-01 00:00:00,,KG,Quilograma,
69021018,2016-01-01 00:00:00,,KG,Quilograma,
69021019,2016-01-01 00:00:00,,KG,Quilograma,
69021090,2016-01-01 00:00:00,,KG,Quilograma,
69022010,2016-01-01 00:00:00,,KG,Quilograma,
69022091,2016-01-01 00:00:00,,KG,Quilograma,
69022092,2016-01-01 00:00:00,,KG,Quilograma,
69022093,2016-01-01 00:00:00,,KG,Quilograma,
69022099,2016-01-01 00:00:00,,KG,Quilograma,
69029010,2016-01-01 00:00:00,,KG,Quilograma,
69029020,2016-01-01 00:00:00,,KG,Quilograma,
69029030,2016-01-01 00:00:00,,KG,Quilograma,
69029040,2016-01-01 00:00:00,,KG,Quilograma,
69029090,2016-01-01 00:00:00,,KG,Quilograma,
69031011,2016-01-01 00:00:00,,KG,Quilograma,
69031012,2016-01-01 00:00:00,,KG,Quilograma,
69031019,2016-01-01 00:00:00,,KG,Quilograma,
69031020,2016-01-01 00:00:00,,KG,Quilograma,
69031030,2016-01-01 00:00:00,,KG,Quilograma,
69031040,2016-01-01 00:00:00,,KG,Quilograma,
69031090,2016-01-01 00:00:00,,KG,Quilograma,
69032010,2016-01-01 00:00:00,,KG,Quilograma,
69032020,2016-01-01 00:00:00,,KG,Quilograma,
69032030,2016-01-01 00:00:00,,KG,Quilograma,
69032090,2016-01-01 00:00:00,,KG,Quilograma,
69039011,2016-01-01 00:00:00,,KG,Quilograma,
69039012,2016-01-01 00:00:00,,KG,Quilograma,
69039019,2016-01-01 00:00:00,,KG,Quilograma,
69039091,2016-01-01 00:00:00,,KG,Quilograma,
69039092,2016-01-01 00:00:00,,KG,Quilograma,
69039099,2016-01-01 00:00:00,,KG,Quilograma,
69041000,2016-01-01 00:00:00,,1000UN,Mil Unidades,
69049000,2016-01-01 00:00:00,,KG,Quilograma,
69051000,2016-01-01 00:00:00,,KG,Quilograma,
69059000,2016-01-01 00:00:00,,KG,Quilograma,
69060000,2016-01-01 00:00:00,,KG,Quilograma,
69072100,2017-01-01 00:00:00,,M2,Metro Quadrado,
69072200,2017-01-01 00:00:00,,M2,Metro Quadrado,
69072300,2017-01-01 00:00:00,,M2,Metro Quadrado,
69073000,2017-01-01 00:00:00,,M2,Metro Quadrado,
69074000,2017-01-01 00:00:00,,M2,Metro Quadrado,
69091100,2016-01-01 00:00:00,,KG,Quilograma,
69091210,2016-01-01 00:00:00,,KG,Quilograma,
69091220,2016-01-01 00:00:00,,KG,Quilograma,
69091230,2016-01-01 00:00:00,,KG,Quilograma,
69091290,2016-01-01 00:00:00,,KG,Quilograma,
69091910,2016-01-01 00:00:00,,KG,Quilograma,
69091920,2016-01-01 00:00:00,,KG,Quilograma,
69091930,2016-01-01 00:00:00,,KG,Quilograma,
69091990,2016-01-01 00:00:00,,KG,Quilograma,
69099000,2016-01-01 00:00:00,,KG,Quilograma,
69101000,2016-01-01 00:00:00,,UN,Unidade,
69109000,2016-01-01 00:00:00,,UN,Unidade,
69111010,2016-01-01 00:00:00,,KG,Quilograma,
69111090,2016-01-01 00:00:00,,KG,Quilograma,
69119000,2016-01-01 00:00:00,,KG,Quilograma,
69120000,2016-01-01 00:00:00,,KG,Quilograma,
69131000,2016-01-01 00:00:00,,KG,Quilograma,
69139000,2016-01-01 00:00:00,,KG,Quilograma,
69141000,2016-01-01 00:00:00,,KG,Quilograma,
69149000,2016-01-01 00:00:00,,KG,Quilograma,
70010000,2016-01-01 00:00:00,,KG,Quilograma,
70021000,2016-01-01 00:00:00,,KG,Quilograma,
70022000,2016-01-01 00:00:00,,KG,Quilograma,
70023100,2016-01-01 00:00:00,,KG,Quilograma,
70023200,2016-01-01 00:00:00,,KG,Quilograma,
70023900,2016-01-01 00:00:00,,KG,Quilograma,
70031200,2016-01-01 00:00:00,,M2,Metro Quadrado,
70031900,2016-01-01 00:00:00,,M2,Metro Quadrado,
70032000,2016-01-01 00:00:00,,M2,Metro Quadrado,
70033000,2016-01-01 00:00:00,,M2,Metro Quadrado,
70042000,2016-01-01 00:00:00,,M2,Metro Quadrado,
70049000,2016-01-01 00:00:00,,M2,Metro Quadrado,
70051000,2016-01-01 00:00:00,,M2,Metro Quadrado,
70052100,2016-01-01 00:00:00,,M2,Metro Quadrado,
70052900,2016-01-01 00:00:00,,M2,Metro Quadrado,
70053000,2016-01-01 00:00:00,,M2,Metro Quadrado,
70060000,2016-01-01 00:00:00,,KG,Quilograma,
70071100,2016-01-01 00:00:00,,UN,Unidade,
70071900,2016-01-01 00:00:00,,M2,Metro Quadrado,
70072100,2016-01-01 00:00:00,,UN,Unidade,
70072900,2016-01-01 00:00:00,,M2,Metro Quadrado,
70080000,2016-01-01 00:00:00,,KG,Quilograma,
70091000,2016-01-01 00:00:00,,KG,Quilograma,
70099100,2016-01-01 00:00:00,,KG,Quilograma,
70099200,2016-01-01 00:00:00,,KG,Quilograma,
70101000,2016-01-01 00:00:00,,KG,Quilograma,
70102000,2016-01-01 00:00:00,,KG,Quilograma,
70109011,2016-01-01 00:00:00,,KG,Quilograma,
70109012,2016-01-01 00:00:00,,KG,Quilograma,
70109021,2016-01-01 00:00:00,,KG,Quilograma,
70109022,2016-01-01 00:00:00,,KG,Quilograma,
70109090,2016-01-01 00:00:00,,KG,Quilograma,
70111010,2016-01-01 00:00:00,,KG,Quilograma,
70111021,2016-01-01 00:00:00,,KG,Quilograma,
70111029,2016-01-01 00:00:00,,KG,Quilograma,
70111090,2016-01-01 00:00:00,,KG,Quilograma,
70112000,2016-01-01 00:00:00,,KG,Quilograma,
70119000,2016-01-01 00:00:00,,KG,Quilograma,
70131000,2016-01-01 00:00:00,,KG,Quilograma,
70132200,2016-01-01 00:00:00,,KG,Quilograma,
70132800,2016-01-01 00:00:00,,KG,Quilograma,
70133300,2016-01-01 00:00:00,,KG,Quilograma,
70133700,2016-01-01 00:00:00,,KG,Quilograma,
70134100,2016-01-01 00:00:00,,KG,Quilograma,
70134210,2016-01-01 00:00:00,,KG,Quilograma,
70134290,2016-01-01 00:00:00,,KG,Quilograma,
70134900,2016-01-01 00:00:00,,KG,Quilograma,
70139110,2016-01-01 00:00:00,,KG,Quilograma,
70139190,2016-01-01 00:00:00,,KG,Quilograma,
70139900,2016-01-01 00:00:00,,KG,Quilograma,
70140000,2016-01-01 00:00:00,,KG,Quilograma,
70151010,2016-01-01 00:00:00,,KG,Quilograma,
70151091,2016-01-01 00:00:00,,KG,Quilograma,
70151092,2016-01-01 00:00:00,,KG,Quilograma,
70159010,2016-01-01 00:00:00,,KG,Quilograma,
70159020,2016-01-01 00:00:00,,KG,Quilograma,
70159030,2016-01-01 00:00:00,,KG,Quilograma,
70159090,2016-01-01 00:00:00,,KG,Quilograma,
70161000,2016-01-01 00:00:00,,KG,Quilograma,
70169000,2016-01-01 00:00:00,,KG,Quilograma,
70171000,2016-01-01 00:00:00,,KG,Quilograma,
70172000,2016-01-01 00:00:00,,KG,Quilograma,
70179000,2016-01-01 00:00:00,,KG,Quilograma,
70181010,2016-01-01 00:00:00,,KG,Quilograma,
70181020,2016-01-01 00:00:00,,KG,Quilograma,
70181090,2016-01-01 00:00:00,,KG,Quilograma,
70182000,2016-01-01 00:00:00,,KG,Quilograma,
70189000,2016-01-01 00:00:00,,KG,Quilograma,
70191100,2016-01-01 00:00:00,,KG,Quilograma,
70191210,2016-01-01 00:00:00,,KG,Quilograma,
70191290,2016-01-01 00:00:00,,KG,Quilograma,
70191300,2022-04-01 00:00:00,,KG,Quilograma,
70191400,2022-04-01 00:00:00,,KG,Quilograma,
70191500,2022-04-01 00:00:00,,KG,Quilograma,
70191900,2016-01-01 00:00:00,,KG,Quilograma,
70196100,2022-04-01 00:00:00,,KG,Quilograma,
70196200,2022-04-01 00:00:00,,KG,Quilograma,
70196300,2022-04-01 00:00:00,,KG,Quilograma,
70196400,2022-04-01 00:00:00,,KG,Quilograma,
70196500,2022-04-01 00:00:00,,KG,Quilograma,
70196600,2022-04-01 00:00:00,,KG,Quilograma,
70196900,2022-04-01 00:00:00,,KG,Quilograma,
70197100,2022-04-01 00:00:00,,KG,Quilograma,
70197200,2022-04-01 00:00:00,,KG,Quilograma,
70197310,2022-04-01 00:00:00,,KG,Quilograma,
70197390,2022-04-01 00:00:00,,KG,Quilograma,
70198000,2022-04-01 00:00:00,,KG,Quilograma,
70199000,2022-04-01 00:00:00,,KG,Quilograma,
70200010,2016-01-01 00:00:00,,KG,Quilograma,
70200090,2016-01-01 00:00:00,,KG,Quilograma,
71011000,2016-01-01 00:00:00,,G,Grama,
71012100,2016-01-01 00:00:00,,G,Grama,
71012200,2016-01-01 00:00:00,,G,Grama,
71021000,2016-01-01 00:00:00,,QUILAT,Quilate,
71022100,2016-01-01 00:00:00,,QUILAT,Quilate,
71022900,2016-01-01 00:00:00,,QUILAT,Quilate,
71023100,2016-01-01 00:00:00,,QUILAT,Quilate,
71023900,2016-01-01 00:00:00,,QUILAT,Quilate,
71031000,2016-01-01 00:00:00,,KG,Quilograma,
71039100,2016-01-01 00:00:00,,QUILAT,Quilate,
71039900,2016-01-01 00:00:00,,QUILAT,Quilate,
71041000,2016-01-01 00:00:00,,KG,Quilograma,
71042100,2022-04-01 00:00:00,,KG,Quilograma,
71042900,2022-04-01 00:00:00,,KG,Quilograma,
71049100,2022-04-01 00:00:00,,KG,Quilograma,
71049900,2022-04-01 00:00:00,,KG,Quilograma,
71051000,2016-01-01 00:00:00,,QUILAT,Quilate,
71059000,2016-01-01 00:00:00,,KG,Quilograma,
71061000,2016-01-01 00:00:00,,KG,Quilograma,
71069100,2016-01-01 00:00:00,,KG,Quilograma,
71069210,2016-01-01 00:00:00,,KG,Quilograma,
71069220,2016-01-01 00:00:00,,KG,Quilograma,
71069290,2016-01-01 00:00:00,,KG,Quilograma,
71070000,2016-01-01 00:00:00,,KG,Quilograma,
71081100,2016-01-01 00:00:00,,KG,Quilograma,
71081210,2016-01-01 00:00:00,,KG,Quilograma,
71081290,2016-01-01 00:00:00,,KG,Quilograma,
71081310,2016-01-01 00:00:00,,KG,Quilograma,
71081390,2016-01-01 00:00:00,,KG,Quilograma,
71082000,2016-01-01 00:00:00,,KG,Quilograma,
71090000,2016-01-01 00:00:00,,KG,Quilograma,
71101100,2016-01-01 00:00:00,,KG,Quilograma,
71101910,2016-01-01 00:00:00,,KG,Quilograma,
71101990,2016-01-01 00:00:00,,KG,Quilograma,
71102100,2016-01-01 00:00:00,,KG,Quilograma,
71102900,2016-01-01 00:00:00,,KG,Quilograma,
71103100,2016-01-01 00:00:00,,KG,Quilograma,
71103900,2016-01-01 00:00:00,,KG,Quilograma,
71104100,2016-01-01 00:00:00,,KG,Quilograma,
71104900,2016-01-01 00:00:00,,KG,Quilograma,
71110000,2016-01-01 00:00:00,,KG,Quilograma,
71123010,2016-01-01 00:00:00,,KG,Quilograma,
71123020,2016-01-01 00:00:00,,KG,Quilograma,
71123090,2016-01-01 00:00:00,,KG,Quilograma,
71129100,2016-01-01 00:00:00,,KG,Quilograma,
71129200,2016-01-01 00:00:00,,KG,Quilograma,
71129900,2016-01-01 00:00:00,,KG,Quilograma,
71131100,2016-01-01 00:00:00,,KG,Quilograma,
71131900,2016-01-01 00:00:00,,KG,Quilograma,
71132000,2016-01-01 00:00:00,,KG,Quilograma,
71141100,2016-01-01 00:00:00,,KG,Quilograma,
71141900,2016-01-01 00:00:00,,KG,Quilograma,
71142000,2016-01-01 00:00:00,,KG,Quilograma,
71151000,2016-01-01 00:00:00,,KG,Quilograma,
71159000,2016-01-01 00:00:00,,KG,Quilograma,
71161000,2016-01-01 00:00:00,,KG,Quilograma,
71162010,2016-01-01 00:00:00,,KG,Quilograma,
71162020,2016-01-01 00:00:00,,KG,Quilograma,
71162090,2016-01-01 00:00:00,,KG,Quilograma,
71171100,2016-01-01 00:00:00,,KG,Quilograma,
71171900,2016-01-01 00:00:00,,KG,Quilograma,
71179000,2016-01-01 00:00:00,,KG,Quilograma,
71181010,2016-01-01 00:00:00,,KG,Quilograma,
71181090,2016-01-01 00:00:00,,KG,Quilograma,
71189000,2016-01-01 00:00:00,,KG,Quilograma,
72011000,2016-01-01 00:00:00,,KG,Quilograma,
72012000,2016-01-01 00:00:00,,KG,Quilograma,
72015000,2016-01-01 00:00:00,,KG,Quilograma,
72021100,2016-01-01 00:00:00,,KG,Quilograma,
72021900,2016-01-01 00:00:00,,KG,Quilograma,
72022100,2016-01-01 00:00:00,,KG,Quilograma,
72022900,2016-01-01 00:00:00,,KG,Quilograma,
72023000,2016-01-01 00:00:00,,KG,Quilograma,
72024100,2016-01-01 00:00:00,,KG,Quilograma,
72024900,2016-01-01 00:00:00,,KG,Quilograma,
72025000,2016-01-01 00:00:00,,KG,Quilograma,
72026000,2016-01-01 00:00:00,,KG,Quilograma,
72027000,2016-01-01 00:00:00,,KG,Quilograma,
72028000,2016-01-01 00:00:00,,KG,Quilograma,
72029100,2016-01-01 00:00:00,,KG,Quilograma,
72029200,2016-01-01 00:00:00,,KG,Quilograma,
72029300,2016-01-01 00:00:00,,KG,Quilograma,
72029910,2016-01-01 00:00:00,,KG,Quilograma,
72029990,2016-01-01 00:00:00,,KG,Quilograma,
72031000,2016-01-01 00:00:00,,KG,Quilograma,
72039000,2016-01-01 00:00:00,,KG,Quilograma,
72041000,2016-01-01 00:00:00,,KG,Quilograma,
72042100,2016-01-01 00:00:00,,KG,Quilograma,
72042900,2016-01-01 00:00:00,,KG,Quilograma,
72043000,2016-01-01 00:00:00,,KG,Quilograma,
72044100,2016-01-01 00:00:00,,KG,Quilograma,
72044900,2016-01-01 00:00:00,,KG,Quilograma,
72045000,2016-01-01 00:00:00,,KG,Quilograma,
72051000,2016-01-01 00:00:00,,KG,Quilograma,
72052100,2016-01-01 00:00:00,,KG,Quilograma,
72052910,2016-01-01 00:00:00,,KG,Quilograma,
72052920,2016-01-01 00:00:00,,KG,Quilograma,
72052990,2016-01-01 00:00:00,,KG,Quilograma,
72061000,2016-01-01 00:00:00,,KG,Quilograma,
72069000,2016-01-01 00:00:00,,KG,Quilograma,
72071110,2016-01-01 00:00:00,,KG,Quilograma,
72071190,2016-01-01 00:00:00,,KG,Quilograma,
72071200,2016-01-01 00:00:00,,KG,Quilograma,
72071900,2016-01-01 00:00:00,,KG,Quilograma,
72072000,2016-01-01 00:00:00,,KG,Quilograma,
72081000,2016-01-01 00:00:00,,KG,Quilograma,
72082500,2016-01-01 00:00:00,,KG,Quilograma,
72082610,2016-01-01 00:00:00,,KG,Quilograma,
72082690,2016-01-01 00:00:00,,KG,Quilograma,
72082710,2016-01-01 00:00:00,,KG,Quilograma,
72082790,2016-01-01 00:00:00,,KG,Quilograma,
72083610,2016-01-01 00:00:00,,KG,Quilograma,
72083690,2016-01-01 00:00:00,,KG,Quilograma,
72083700,2016-01-01 00:00:00,,KG,Quilograma,
72083810,2016-01-01 00:00:00,,KG,Quilograma,
72083890,2016-01-01 00:00:00,,KG,Quilograma,
72083910,2016-01-01 00:00:00,,KG,Quilograma,
72083990,2016-01-01 00:00:00,,KG,Quilograma,
72084000,2016-01-01 00:00:00,,KG,Quilograma,
72085100,2016-01-01 00:00:00,,KG,Quilograma,
72085200,2016-01-01 00:00:00,,KG,Quilograma,
72085300,2016-01-01 00:00:00,,KG,Quilograma,
72085400,2016-01-01 00:00:00,,KG,Quilograma,
72089000,2016-01-01 00:00:00,,KG,Quilograma,
72091500,2016-01-01 00:00:00,,KG,Quilograma,
72091600,2016-01-01 00:00:00,,KG,Quilograma,
72091700,2016-01-01 00:00:00,,KG,Quilograma,
72091800,2016-01-01 00:00:00,,KG,Quilograma,
72092500,2016-01-01 00:00:00,,KG,Quilograma,
72092600,2016-01-01 00:00:00,,KG,Quilograma,
